year	2919
state	2189
i	2073
new	2014
percent	1949
peopl	1743
report	1727
million	1628
presid	1617
govern	1606
two	1570
nation	1538
say	1523
offici	1509
last	1462
time	1265
unit	1178
day	1146
soviet	1141
bush	1108
first	1091
polic	1084
american	1000
week	994
compani	991
offic	956
go	944
today	941
work	940
hous	938
month	907
call	903
countri	895
plan	895
billion	892
forc	877
three	871
group	866
trade	851
member	844
feder	841
citi	832
market	827
make	822
told	818
parti	810
thursday	805
court	789
price	782
tuesday	760
take	726
issu	721
support	720
get	714
monday	709
like	707
friday	704
leader	703
wednesday	699
made	692
home	686
depart	682
meet	680
union	678
news	672
charg	663
kill	655
end	652
rate	650
york	645
polit	644
servic	644
democrat	626
ask	622
just	616
right	612
program	609
world	604
show	602
stock	601
increas	599
close	598
case	596
help	596
militari	596
expect	594
vote	583
bank	581
south	581
gener	580
aid	570
administr	567
back	566
order	566
secur	566
busi	563
public	562
think	561
elect	560
committe	557
talk	554
industri	550
west	541
major	538
foreign	537
campaign	536
law	533
war	531
author	528
dont	521
spokesman	521
oper	513
system	510
continu	504
four	504
econom	503
found	503
share	503
investig	501
point	499
senat	498
good	497
bill	495
move	495
worker	494
famili	493
defens	492
tri	486
come	482
mr	482
drug	481
air	480
chang	480
live	480
return	480
congress	478
releas	478
agenc	476
announc	474
fire	472
area	471
dollar	471
minist	470
school	470
five	469
offer	469
rule	469
open	467
white	465
propos	463
control	461
interest	459
allow	458
sale	457
problem	455
attorney	454
product	454
record	453
money	452
reagan	450
dukaki	449
need	449
intern	446
chief	440
late	440
recent	440
north	437
remain	437
give	432
agreement	429
east	427
number	427
board	426
cent	423
earlier	423
power	420
death	418
look	418
believ	416
decis	416
student	415
gorbachev	414
attack	413
tax	412
receiv	411
head	409
john	409
night	409
ago	407
prison	407
statement	407
earli	406
washington	406
man	404
associ	403
judg	403
oil	402
claim	401
organ	401
job	400
mile	400
yearold	398
know	397
black	393
director	392
republican	392
see	389
ad	388
children	388
condit	384
name	384
came	383
hour	382
high	381
sunday	378
die	377
put	376
arrest	375
caus	375
hospit	374
polici	373
commun	370
question	370
run	369
center	367
hope	366
build	365
provid	364
cost	361
pay	358
base	357
critic	357
futur	357
face	356
requir	356
corp	355
long	355
appear	354
declin	354
negoti	354
univers	354
cut	352
place	352
march	351
total	351
rose	350
chairman	349
start	348
sign	347
test	345
left	344
manag	343
involv	342
agre	341
execut	341
held	340
develop	339
higher	339
armi	337
import	336
result	336
six	334
demand	333
inc	332
inform	329
leav	325
past	324
second	324
consid	323
approv	321
contract	319
german	319
trial	319
effort	317
possibl	317
troop	317
want	316
district	314
life	314
hold	312
person	312
women	312
estim	311
protest	311
saturday	311
april	310
economi	310
newspap	310
rais	310
budget	309
exchang	309
plant	309
lead	308
secretari	308
co	307
file	306
street	306
thing	306
concern	305
deal	305
america	304
iraq	303
central	302
communist	302
germani	302
vice	302
repres	301
sourc	301
carri	300
peac	300
men	298
car	295
robert	295
action	294
employe	294
refus	294
turn	293
arm	292
keep	291
begin	290
lower	290
fund	289
got	289
confer	288
posit	287
accus	286
food	286
press	286
reach	285
studi	284
ms	283
averag	282
televis	282
top	282
independ	281
analyst	279
hear	278
line	278
counti	277
effect	277
schedul	277
sen	277
capit	276
june	276
fight	275
interview	275
protect	275
legisl	274
measur	274
differ	273
littl	273
indic	272
respons	272
seek	271
side	271
japan	270
financi	268
presidenti	268
california	266
discuss	266
health	266
th	263
act	262
water	262
comment	261
fail	261
human	261
im	261
plane	261
taken	261
visit	261
away	260
gain	260
candid	259
opposit	259
produc	259
spend	259
went	259
research	258
far	257
note	257
am	255
eastern	255
jackson	255
juli	255
fell	254
labor	254
privat	253
sell	252
stop	252
appeal	250
sentenc	250
shot	250
damag	248
israel	247
fall	246
that	246
alleg	244
form	244
local	244
william	244
europ	243
georg	242
relat	242
strike	242
serv	241
council	240
drop	240
wife	240
assist	239
big	239
larg	239
soldier	237
activ	235
buy	234
convict	234
level	234
region	234
train	234
immedi	233
victim	233
account	232
play	232
institut	231
rep	231
term	231
addit	230
justic	230
largest	230
mark	230
known	229
land	229
outsid	229
town	229
airlin	228
decid	228
flight	228
thousand	228
bond	227
jame	227
project	227
valu	227
medic	226
san	226
southern	226
violat	226
africa	224
didnt	224
hand	223
lost	221
bodi	220
reduc	220
suggest	220
morn	219
figur	217
follow	217
rebel	217
small	217
lawyer	216
index	215
list	215
texa	215
london	214
seven	214
attempt	213
farmer	213
invest	212
care	211
bring	210
current	210
half	210
mean	210
prime	210
reason	210
resid	210
step	210
deleg	209
free	209
radio	209
session	209
improv	208
michael	208
sent	208
western	208
franc	207
gave	207
eight	206
met	206
station	206
bid	205
demonstr	205
reform	205
request	205
travel	205
republ	204
warn	204
win	204
won	204
strong	203
comput	202
conserv	202
great	202
murder	202
iraqi	201
limit	201
creat	200
special	200
annual	198
led	198
main	198
third	198
best	197
church	197
ship	197
accept	196
crime	196
japanes	196
prepar	196
parent	195
arriv	194
compar	194
firm	194
lot	194
attend	193
commiss	193
de	193
kuwait	193
real	193
regul	193
deni	192
rise	192
telephon	192
tell	192
front	191
hit	191
loss	191
yen	191
feel	190
