==========	0	==========
soviet	0.00867912
gorbachev	0.00808377
year	0.00785922
hous	0.00588609
state	0.00545324
parti	0.00542511
presid	0.00516919
new	0.00487556
nation	0.00485091
reagan	0.00477846
work	0.00474751
member	0.00473129
govern	0.00470859
peopl	0.00431665
say	0.00394915
time	0.00392718
plan	0.00384311
offici	0.00366438
report	0.00363139
bush	0.00355502
==========	1	==========
percent	0.00926921
report	0.00894209
year	0.00844432
peopl	0.0060897
govern	0.00584497
nation	0.00489028
new	0.00472276
price	0.00461992
offici	0.00447986
unit	0.00437301
rate	0.00420618
time	0.0037921
presid	0.00369504
say	0.00362323
polic	0.00354641
day	0.00346534
week	0.00345956
dollar	0.00340106
month	0.00333564
trade	0.00328839
==========	2	==========
year	0.00745385
govern	0.00660632
state	0.0053657
offici	0.00530897
polic	0.00506595
day	0.00495405
report	0.00475399
peopl	0.00462568
time	0.00436909
new	0.00427174
presid	0.00405268
west	0.00390539
say	0.00383618
told	0.00365784
unit	0.00363829
plan	0.00363807
nation	0.00359654
percent	0.00351828
parti	0.00341248
million	0.00338483
==========	3	==========
new	0.00704712
percent	0.00630257
year	0.0058538
offici	0.00579118
peopl	0.00565608
say	0.00516989
report	0.00507225
govern	0.00491211
nation	0.00485708
state	0.00470756
presid	0.00433724
union	0.00415376
million	0.00398682
unit	0.00385298
work	0.00363177
parti	0.00359453
soviet	0.00358536
worker	0.00339246
time	0.00309431
polic	0.00307904
==========	4	==========
state	0.00780519
year	0.00760734
peopl	0.00637779
compani	0.00584043
percent	0.00579067
offici	0.00575465
presid	0.00539161
report	0.00532518
new	0.00531558
worker	0.00435928
million	0.00402657
tuesday	0.00400432
say	0.0038262
soviet	0.00379921
american	0.00375042
make	0.00374801
govern	0.00364686
nation	0.0034683
unit	0.00342619
time	0.00339364
==========	5	==========
state	0.00809702
year	0.00787045
time	0.00541975
day	0.00539465
say	0.00530878
offici	0.00510746
presid	0.00455909
new	0.00454572
peopl	0.00443942
bush	0.00385634
percent	0.00352637
nation	0.0034775
govern	0.00346449
report	0.00343387
work	0.00329923
offic	0.00323811
hous	0.00311318
depart	0.00287098
news	0.00276475
unit	0.00272679
==========	6	==========
year	0.00820891
govern	0.00724037
state	0.00697291
report	0.0064566
new	0.00568381
peopl	0.00535449
million	0.00525607
offici	0.0048538
presid	0.00483552
offic	0.00453989
hous	0.00429868
nation	0.0040709
say	0.00357996
trade	0.00355405
percent	0.00349535
elect	0.00348835
feder	0.00344718
american	0.00342868
day	0.0033399
polic	0.00315316
==========	7	==========
year	0.0083162
percent	0.0079134
new	0.00742747
state	0.00668777
compani	0.00511744
say	0.00506996
million	0.00471702
govern	0.00459579
peopl	0.00415874
presid	0.00408481
report	0.00407809
offici	0.0039216
work	0.00380042
bush	0.00355878
feder	0.00326368
billion	0.00319026
home	0.00317703
time	0.0031378
american	0.00305404
polic	0.00301781
==========	8	==========
polic	0.00876636
state	0.0083439
govern	0.00749679
report	0.00662216
year	0.00631984
offici	0.00575672
peopl	0.0055101
say	0.0052058
south	0.00460485
unit	0.00445156
forc	0.00396299
nation	0.003954
million	0.00341127
citi	0.00336432
presid	0.00334711
day	0.00306406
week	0.00304807
offic	0.0029759
new	0.00296664
investig	0.00294247
==========	9	==========
year	0.00853495
presid	0.00659417
aid	0.00604376
percent	0.0059733
peopl	0.00549158
state	0.00500149
nation	0.00491869
report	0.00434413
new	0.00433712
say	0.00402966
american	0.00388014
drug	0.00379829
day	0.00379336
govern	0.00365106
forc	0.00350298
time	0.00348809
group	0.00324169
month	0.00316708
offici	0.00287652
make	0.00282584
==========	10	==========
state	0.0070616
year	0.00664089
new	0.00580635
report	0.00517685
presid	0.0048917
fair	0.00486453
nation	0.00470969
offici	0.00464996
soviet	0.00435446
peopl	0.00433249
militari	0.0039375
polic	0.0037564
govern	0.00373222
leader	0.00371723
today	0.00362252
day	0.00349371
million	0.00348152
say	0.00343678
group	0.00331065
forc	0.00331038
==========	11	==========
year	0.00857874
state	0.00821127
new	0.0066426
say	0.00509864
percent	0.0050413
presid	0.00461756
nation	0.00449199
report	0.00415623
million	0.00396941
case	0.00391855
peopl	0.00389112
govern	0.00374711
court	0.00374568
compani	0.00361407
offici	0.00350509
feder	0.00343761
american	0.00330437
time	0.00318929
charg	0.00316909
white	0.00303666
==========	12	==========
year	0.0114721
percent	0.0112971
new	0.00764984
state	0.00616621
report	0.00551718
peopl	0.00509237
bush	0.00477395
say	0.00473055
tax	0.00470982
time	0.00449155
nation	0.0043276
unit	0.00407335
presid	0.00396076
week	0.00375451
day	0.00360536
american	0.00336514
million	0.00318209
soviet	0.00313493
offic	0.00295846
sale	0.00288346
==========	13	==========
year	0.00882553
state	0.00734214
bush	0.00733315
presid	0.00701994
new	0.00645891
soviet	0.00645185
million	0.00504794
say	0.00503526
nation	0.00493282
govern	0.0047201
offici	0.00439012
peopl	0.00420456
report	0.00403185
court	0.00374754
week	0.00329305
unit	0.00325232
countri	0.00322653
today	0.00301998
trade	0.00285612
leader	0.00284597
==========	14	==========
year	0.0095722
new	0.00801295
peopl	0.00601317
offici	0.00471029
percent	0.0045503
govern	0.00426374
state	0.00410948
report	0.00410689
bush	0.00358864
work	0.00349494
today	0.00339968
say	0.00331714
week	0.00327408
day	0.00325861
million	0.00307174
presid	0.00303618
make	0.00300941
polic	0.00293349
time	0.00292572
month	0.00288276
==========	15	==========
percent	0.00827421
year	0.00764628
dollar	0.00672479
market	0.00647737
price	0.0060167
report	0.00559138
day	0.00490653
offici	0.00468008
new	0.00463794
presid	0.00460439
feder	0.00447881
nation	0.00433963
state	0.00420205
close	0.00386012
govern	0.00381857
billion	0.00376257
time	0.00372559
late	0.00366371
yen	0.00361004
compani	0.00346355
==========	16	==========
year	0.0122165
million	0.00720164
state	0.00696263
report	0.00581455
student	0.00569157
new	0.00541468
presid	0.00516927
percent	0.00504028
nation	0.00487345
govern	0.00485563
peopl	0.00464175
compani	0.00399836
say	0.00358637
school	0.00350363
work	0.00339277
billion	0.00332528
week	0.0032025
group	0.00310934
citi	0.00310386
busi	0.00306838
==========	17	==========
year	0.00914131
compani	0.00642496
state	0.00594624
new	0.00535547
million	0.00532576
say	0.00465622
soviet	0.004584
offici	0.00440838
time	0.00418459
govern	0.004052
nation	0.00395936
report	0.00351713
peopl	0.00335773
group	0.00327779
billion	0.00320855
countri	0.00312483
support	0.00302244
unit	0.00300333
depart	0.00296999
day	0.00296964
==========	18	==========
state	0.0089204
nation	0.00887439
unit	0.00737742
year	0.00693044
new	0.0066124
presid	0.00526415
peopl	0.00469662
time	0.00440997
offici	0.00386115
report	0.00375676
say	0.00375667
govern	0.00366801
soviet	0.00359856
percent	0.00355331
million	0.00344629
talk	0.00338899
work	0.00331893
countri	0.00309091
member	0.00298739
forc	0.00294862
==========	19	==========
year	0.00737339
million	0.00647365
offic	0.00564365
govern	0.00511343
peopl	0.00510925
state	0.00496025
compani	0.00468109
polic	0.00459389
offici	0.00443048
say	0.00417744
citi	0.00397675
new	0.0038597
report	0.00353037
time	0.00351114
nation	0.00323971
soviet	0.00319721
investig	0.00313258
vote	0.00307834
court	0.00306547
member	0.00303748
==========	20	==========
state	0.00925207
year	0.00604068
dukaki	0.00574215
say	0.00531794
soviet	0.00462968
nation	0.00454534
union	0.00448777
presid	0.00444414
new	0.00416442
support	0.00411198
polic	0.00408015
bush	0.00397525
campaign	0.00383893
percent	0.00379382
govern	0.00375685
offici	0.00360319
jackson	0.00350903
time	0.00333318
report	0.00328578
peopl	0.00327007
==========	21	==========
year	0.00783461
presid	0.00618435
peopl	0.00605974
million	0.00595524
new	0.00558327
govern	0.00509136
state	0.0049403
time	0.00426741
soviet	0.00415948
say	0.00396459
percent	0.00392449
report	0.00391727
militari	0.00372698
nation	0.00355091
polic	0.0035144
polit	0.00346401
bush	0.00331401
hous	0.00321539
unit	0.00313798
member	0.00300185
==========	22	==========
year	0.0104028
new	0.006041
peopl	0.00595496
report	0.00578202
percent	0.0051923
say	0.00460329
nation	0.00444848
state	0.00440613
offici	0.00422699
million	0.00420288
govern	0.0040148
time	0.00328928
plan	0.00303119
member	0.00293312
hous	0.00292364
like	0.00289086
aid	0.00283199
test	0.00282589
polic	0.00275274
american	0.00266027
==========	23	==========
percent	0.0148861
year	0.00935063
market	0.00919198
trade	0.00848061
price	0.00794978
million	0.00787346
cent	0.00717941
stock	0.00668231
rate	0.00629502
billion	0.00612428
index	0.00503592
rose	0.00496093
oil	0.00463296
month	0.00448751
increas	0.00442591
new	0.00432068
american	0.00428626
declin	0.00424142
point	0.00413857
nation	0.0040337
==========	24	==========
cent	0.0187599
lower	0.00891777
trade	0.00730533
year	0.00647961
futur	0.00643513
percent	0.00631509
state	0.00626654
higher	0.00608144
soybean	0.00572313
price	0.00548375
peopl	0.00522305
new	0.00508001
govern	0.00478767
day	0.00424177
bushel	0.00423402
market	0.00422902
presid	0.00401101
soviet	0.00397843
week	0.00391371
unit	0.00385642
==========	25	==========
state	0.00861278
peopl	0.00722433
new	0.00699695
year	0.00686014
presid	0.00584938
say	0.00545585
report	0.00534545
time	0.00520304
govern	0.00503844
unit	0.0049237
percent	0.00439824
offici	0.00433368
nation	0.00424303
day	0.00408222
american	0.00387402
countri	0.00381246
work	0.00332721
hous	0.00328494
court	0.00326588
polic	0.00324563
==========	26	==========
year	0.011294
percent	0.00850696
million	0.00839863
report	0.00756979
new	0.00505062
offici	0.00475035
state	0.00448357
say	0.00443382
presid	0.00427286
american	0.0039046
peopl	0.00384961
countri	0.00369918
oil	0.00363133
month	0.0036005
bush	0.00346674
nation	0.00342863
unit	0.00341585
govern	0.00332458
hous	0.00320502
meet	0.00311777
==========	27	==========
new	0.00798119
year	0.00788219
million	0.00541669
nation	0.00509027
state	0.005018
offici	0.00491863
say	0.00471518
peopl	0.00450112
govern	0.00443406
bank	0.00425143
time	0.00382936
polic	0.00362219
court	0.00357574
percent	0.00344735
servic	0.00340567
york	0.00329851
report	0.00312331
stock	0.00308967
share	0.00302588
presid	0.00300193
==========	28	==========
peopl	0.00801992
year	0.00744745
new	0.00711804
state	0.0053113
polic	0.00524517
presid	0.00512371
bush	0.00502781
soviet	0.00454924
offici	0.00451207
report	0.0042196
govern	0.0039742
nation	0.00373034
million	0.00366333
wednesday	0.00366031
today	0.00357406
parti	0.0035379
unit	0.00346112
member	0.00337606
told	0.00326729
percent	0.00325925
==========	29	==========
million	0.0115828
rate	0.00877647
percent	0.00824062
report	0.00760196
year	0.00576501
bush	0.00502515
compani	0.00497341
presid	0.00496545
state	0.00491715
home	0.00481249
new	0.00465819
say	0.00449386
week	0.0043134
month	0.00397405
offici	0.00378287
billion	0.00376547
bank	0.0037396
nation	0.00362172
court	0.00354622
time	0.00333618
